permit_demolition,address,description_demolition,issue_date_demolition,year_demolition,permit_new,issue_date_new,year_new,description_new,cost_new,boundaries,names_new,json_agg,community
100480621,4111 N Bell Ave,WRECK & REMOVE 1 STORY FRAME SINGLE FAMILY RESIDENCE,04/03/2013,2013,100482055,04/17/2013,2013,"ERECT A 2 STORY, IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK",250000,"[{""type"":""ward"",""id"":""47"",""name"":""47"",""metadata"":""AMEYA PAWAR""},{""type"":""communityarea"",""id"":""46"",""name"":""NORTH CENTER"",""metadata"":""5""},{""type"":""neighborhood"",""id"":""196"",""name"":""North Center"",""metadata"":null}]","Iuro Anthony J, T & M Electric, Gc Consulting Llc, Azeem Kahn, T & D Builders, Inc, Lawrence L. Sabres, International Builders & Contr, Mark Heating & Air, Mark Heating & Air","[{""name"":""Iuro Anthony J"",""type"":""Architect"",""address"":"""",""city"":"""",""state"":"""",""slug"":""IURO_ANTHONY_J""}, {""name"":""T & M Electric"",""type"":""Contractor-Electrical"",""address"":""4308 N. Overhill"",""city"":""Norridge"",""state"":""Il"",""slug"":""T_&_M_ELECTRIC""}, {""name"":""Gc Consulting Llc"",""type"":""Expeditor"",""address"":""120 W. Madison St. Floor 3, Apt.\/suite 310"",""city"":""Chicago"",""state"":""Il"",""slug"":""GC_CONSULTING_LLC""}, {""name"":""Azeem Kahn"",""type"":""Owner"",""address"":""4137 Wester"",""city"":""Chicago"",""state"":""Il"",""slug"":""AZEEM_KAHN""}, {""name"":""T & D Builders, Inc"",""type"":""Masonry Contractor"",""address"":""1485 N. Larrabee, Unit C"",""city"":""Chicago"",""state"":""Il"",""slug"":""T_&_D_BUILDERS,_INC""}, {""name"":""Lawrence L. Sabres"",""type"":""Contractor-Plumber\/plumbing"",""address"":""6456 N. Oxford"",""city"":""Chicago"",""state"":""Il"",""slug"":""LAWRENCE_L._SABRES""}, {""name"":""International Builders & Contr"",""type"":""Contractor-General Contractor"",""address"":""6806 W Ardmore"",""city"":""Chicago"",""state"":""Il"",""slug"":""INTERNATIONAL_BUILDERS_&_CONTR""}, {""name"":""Mark Heating & Air"",""type"":""Contractor-Ventilation"",""address"":""6140 N. T. Louis Ave."",""city"":""Chicago"",""state"":""Il"",""slug"":""MARK_HEATING_&_AIR""}, {""name"":""Mark Heating & Air"",""type"":""Contractor-Refrigeration"",""address"":""6140 N. T. Louis Ave."",""city"":""Chicago"",""state"":""Il"",""slug"":""MARK_HEATING_&_AIR""}]",NORTH CENTER
100475670,4118 N Oakley Ave,WRECK AND REMOVE A ONE AND A HALF STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,04/03/2013,2013,100475529,03/26/2013,2013,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND  2 CAR GARAGE WITH ROOF DECK PER PLANS",250000,"[{""type"":""ward"",""id"":""47"",""name"":""47"",""metadata"":""AMEYA PAWAR""},{""type"":""communityarea"",""id"":""46"",""name"":""NORTH CENTER"",""metadata"":""5""},{""type"":""neighborhood"",""id"":""196"",""name"":""North Center"",""metadata"":null}]","T & D Builders, Inc, Gc Consulting Llc, Azeem Kahn, International Builders & Contr, T & M Electric, Lawrence L. Sabres, Iuro Anthony J, Mark Heating & Air Condition, Mark Heating & Air Condition","[{""name"":""T & D Builders, Inc"",""type"":""Masonry Contractor"",""address"":""120 South Leavitt"",""city"":""Chicago"",""state"":""Il"",""slug"":""T_&_D_BUILDERS,_INC""}, {""name"":""Gc Consulting Llc"",""type"":""Expeditor"",""address"":""120 W. Madison St. Floor 3, Apt.\/suite 310"",""city"":""Chicago"",""state"":""Il"",""slug"":""GC_CONSULTING_LLC""}, {""name"":""Azeem Kahn"",""type"":""Owner"",""address"":""4137 N Wester"",""city"":""Chicago"",""state"":""Il"",""slug"":""AZEEM_KAHN""}, {""name"":""International Builders & Contr"",""type"":""Contractor-General Contractor"",""address"":""6806 W Ardmore"",""city"":""Chicago"",""state"":""Il"",""slug"":""INTERNATIONAL_BUILDERS_&_CONTR""}, {""name"":""T & M Electric"",""type"":""Contractor-Electrical"",""address"":""4308 N. Overhill"",""city"":""Norridge"",""state"":""Il"",""slug"":""T_&_M_ELECTRIC""}, {""name"":""Lawrence L. Sabres"",""type"":""Contractor-Plumber\/plumbing"",""address"":""6456 N. Oxford"",""city"":""Chicago"",""state"":""Il"",""slug"":""LAWRENCE_L._SABRES""}, {""name"":""Iuro Anthony J"",""type"":""Architect"",""address"":"""",""city"":"""",""state"":"""",""slug"":""IURO_ANTHONY_J""}, {""name"":""Mark Heating & Air Condition"",""type"":""Contractor-Ventilation"",""address"":""3356 N. Karlov Ave., Floor 1"",""city"":""Chicago"",""state"":""Il"",""slug"":""MARK_HEATING_&_AIR_CONDITION""}, {""name"":""Mark Heating & Air Condition"",""type"":""Contractor-Refrigeration"",""address"":""3356 N. Karlov Ave., Floor 1"",""city"":""Chicago"",""state"":""Il"",""slug"":""MARK_HEATING_&_AIR_CONDITION""}]",NORTH CENTER
100477337,3819 N Claremont Ave,WRECK & REMOVE 2 STORY FRAME RESIDENCE,03/29/2013,2013,100478813,03/22/2013,2013,"ERECT NEW TWO STORY FRAME RESIDENCE WITH BASEMENT, AND 2 CAR FRAME GARAGE WITH ROOF DECK, PER PLANS",550000,"[{""type"":""ward"",""id"":""47"",""name"":""47"",""metadata"":""AMEYA PAWAR""},{""type"":""communityarea"",""id"":""46"",""name"":""NORTH CENTER"",""metadata"":""5""},{""type"":""neighborhood"",""id"":""196"",""name"":""North Center"",""metadata"":null}]","Tdk Air Specialists, Magnum Homes, Llc, Lp Plumbing, Inc, Tdk Air Specialists, 4S Electrical Co. Inc., Boehm Christopher G, Maryann Murnin, Cahill Building & Restoration, Pro Mc Construction, Inc.","[{""name"":""Tdk Air Specialists"",""type"":""Contractor-Refrigeration"",""address"":""5400 Astor Lane"",""city"":""Rolling Meadows"",""state"":""Il"",""slug"":""TDK_AIR_SPECIALISTS""}, {""name"":""Magnum Homes, Llc"",""type"":""Contractor-General Contractor"",""address"":""4730 N. Kimball Avenue, Unit 206"",""city"":""Chicago"",""state"":""Il"",""slug"":""MAGNUM_HOMES,_LLC""}, {""name"":""Lp Plumbing, Inc"",""type"":""Contractor-Plumber\/plumbing"",""address"":""7853 W Sunset Dr"",""city"":""Elmwood Park"",""state"":""Il"",""slug"":""LP_PLUMBING,_INC""}, {""name"":""Tdk Air Specialists"",""type"":""Contractor-Ventilation"",""address"":""5400 Astor Lane"",""city"":""Rolling Meadows"",""state"":""Il"",""slug"":""TDK_AIR_SPECIALISTS""}, {""name"":""4S Electrical Co. Inc."",""type"":""Contractor-Electrical"",""address"":""1925 W Hubbard"",""city"":""Chicago"",""state"":""Il"",""slug"":""4S_ELECTRICAL_CO._INC.""}, {""name"":""Boehm Christopher G"",""type"":""Self Cert Architect"",""address"":"""",""city"":"""",""state"":"""",""slug"":""BOEHM_CHRISTOPHER_G""}, {""name"":""Maryann Murnin"",""type"":""Owner"",""address"":""3819 N Claremont Ave"",""city"":""Chicago"",""state"":""Il"",""slug"":""MARYANN_MURNIN""}, {""name"":""Cahill Building & Restoration"",""type"":""Masonry Contractor"",""address"":""11554 S. Lee Road"",""city"":""Alsip"",""state"":""Il"",""slug"":""CAHILL_BUILDING_&_RESTORATION""}, {""name"":""Pro Mc Construction, Inc."",""type"":""Masonry Contractor"",""address"":""7421 W. Archer Ave, Unit 1A"",""city"":""Summit"",""state"":""Il"",""slug"":""PRO_MC_CONSTRUCTION,_INC.""}]",NORTH CENTER
100474167,3807 N Oakley Ave,WRECK AND REMVOE A 2 STORY BRICK BUILDING.,03/29/2013,2013,100468821,03/22/2013,2013,NEW CONSTRUCTION SINGLE FAMILY RESIDENCE AND DETACHED GARAGE PER PLANS,400000,"[{""type"":""ward"",""id"":""47"",""name"":""47"",""metadata"":""AMEYA PAWAR""},{""type"":""communityarea"",""id"":""46"",""name"":""NORTH CENTER"",""metadata"":""5""},{""type"":""neighborhood"",""id"":""196"",""name"":""North Center"",""metadata"":null}]","Stacey Zontini, Pro Mc Construction, Inc., Robert Picchiotti, Randall Abigail J, Regy's Heating & Cooling,inc, Tonie's Plumbing Corporation, New Bescor Electric, Inc., Regy's Heating & Cooling,inc","[{""name"":""Stacey Zontini"",""type"":""Owner"",""address"":""1820 W Eddy"",""city"":""Chicago"",""state"":""Il"",""slug"":""STACEY_ZONTINI""}, {""name"":""Pro Mc Construction, Inc."",""type"":""Masonry Contractor"",""address"":""7421 W. Archer Ave, Unit 1A"",""city"":""Summit"",""state"":""Il"",""slug"":""PRO_MC_CONSTRUCTION,_INC.""}, {""name"":""Robert Picchiotti"",""type"":""Contractor-General Contractor"",""address"":""622 Kemilworth Avenue"",""city"":""Oak Park"",""state"":""Il"",""slug"":""ROBERT_PICCHIOTTI""}, {""name"":""Randall Abigail J"",""type"":""Self Cert Architect"",""address"":"""",""city"":"""",""state"":"""",""slug"":""RANDALL_ABIGAIL_J""}, {""name"":""Regy's Heating & Cooling,inc"",""type"":""Contractor-Refrigeration"",""address"":""2541 W. Division Suite 1"",""city"":""Chicago"",""state"":""Il"",""slug"":""REGY'S_HEATING_&_COOLING,INC""}, {""name"":""Tonie's Plumbing Corporation"",""type"":""Contractor-Plumber\/plumbing"",""address"":""2129 S. Cuyler Ave."",""city"":""Berwyn"",""state"":""Il"",""slug"":""TONIE'S_PLUMBING_CORPORATION""}, {""name"":""New Bescor Electric, Inc."",""type"":""Contractor-Electrical"",""address"":""1191 E. Higgins Rd."",""city"":""Elk Grove Village"",""state"":""Il"",""slug"":""NEW_BESCOR_ELECTRIC,_INC.""}, {""name"":""Regy's Heating & Cooling,inc"",""type"":""Contractor-Ventilation"",""address"":""2541 W. Division Suite 1"",""city"":""Chicago"",""state"":""Il"",""slug"":""REGY'S_HEATING_&_COOLING,INC""}]",NORTH CENTER
100477636,1736 N Campbell Ave,WRECK AND REMOVE A SFR WITH DETACHED GARAGE.,03/27/2013,2013,100477741,03/01/2013,2013,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,339300,"[{""type"":""ward"",""id"":""1"",""name"":""1"",""metadata"":""PROCO JOE MORENO""},{""type"":""communityarea"",""id"":""25"",""name"":""WEST TOWN"",""metadata"":""24""},{""type"":""neighborhood"",""id"":""115"",""name"":""Logan Square"",""metadata"":null}]","Ua Heating And Cooling Inc., Ua Heating And Cooling Inc., Classic Plumbing Of Illinois, 1529 Pearson Inc ., Hanna John C, Highlights Chicago Inc., Gnp Development, Inc., Paul Building Improvement, Inc, S & C Construction","[{""name"":""Ua Heating And Cooling Inc."",""type"":""Contractor-Ventilation"",""address"":""4224 Atlantic Ave."",""city"":""Schiller Park"",""state"":""Il"",""slug"":""UA_HEATING_AND_COOLING_INC.""}, {""name"":""Ua Heating And Cooling Inc."",""type"":""Contractor-Refrigeration"",""address"":""4224 Atlantic Ave."",""city"":""Schiller Park"",""state"":""Il"",""slug"":""UA_HEATING_AND_COOLING_INC.""}, {""name"":""Classic Plumbing Of Illinois"",""type"":""Contractor-Plumber\/plumbing"",""address"":""4209 Western Ave"",""city"":""Western Springs"",""state"":""Il"",""slug"":""CLASSIC_PLUMBING_OF_ILLINOIS""}, {""name"":""1529 Pearson Inc ."",""type"":""Owner"",""address"":""300 Red Oak"",""city"":""Northbrook"",""state"":""Il"",""slug"":""1529_PEARSON_INC_.""}, {""name"":""Hanna John C"",""type"":""Self Cert Architect"",""address"":"""",""city"":"""",""state"":"""",""slug"":""HANNA_JOHN_C""}, {""name"":""Highlights Chicago Inc."",""type"":""Contractor-Electrical"",""address"":""7008 N Western"",""city"":""Chicago"",""state"":""Il"",""slug"":""HIGHLIGHTS_CHICAGO_INC.""}, {""name"":""Gnp Development, Inc."",""type"":""Contractor-General Contractor"",""address"":""425 Huehl Road, Bldg 4B"",""city"":""Northbrook"",""state"":""Il"",""slug"":""GNP_DEVELOPMENT,_INC.""}, {""name"":""Paul Building Improvement, Inc"",""type"":""Masonry Contractor"",""address"":""2407 N. Lafayette St."",""city"":""Arlington Heights"",""state"":""Il"",""slug"":""PAUL_BUILDING_IMPROVEMENT,_INC""}, {""name"":""S & C Construction"",""type"":""Masonry Contractor"",""address"":""827 Vassar Lane"",""city"":""Schaumburg"",""state"":""Il"",""slug"":""S_&_C_CONSTRUCTION""}]",WEST TOWN
100475972,1824 W Nelson St,WRECK AND REMOVE 1 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,03/26/2013,2013,100475225,03/28/2013,2013,NEW FRAME 2 STORY W/ BSMT Single Family Residence with WOOD PORCH & WOOD DECK & NEW FRAME GARAGE W/ ROOF DECK PER PLANS,700000,"[{""type"":""ward"",""id"":""32"",""name"":""32"",""metadata"":""SCOTT WAGUESPACK""},{""type"":""communityarea"",""id"":""46"",""name"":""NORTH CENTER"",""metadata"":""5""},{""type"":""neighborhood"",""id"":""131"",""name"":""Lake View"",""metadata"":null}]","Hermann G. Rodriguez, Fifield Construction And Realt, Mr & Mrs. Kasey Klaas, T & D Builders, Inc, Cyril Regan Heat & Mec, Mk Electric Services, Regan Heating, Simovic Laszlo","[{""name"":""Hermann G. Rodriguez"",""type"":""Contractor-Plumber\/plumbing"",""address"":""3500 W. 73Rd Place"",""city"":""Chicago"",""state"":""Il"",""slug"":""HERMANN_G._RODRIGUEZ""}, {""name"":""Fifield Construction And Realt"",""type"":""Contractor-General Contractor"",""address"":""1921 West Cornelia Avenue"",""city"":""Chicago"",""state"":""Il"",""slug"":""FIFIELD_CONSTRUCTION_AND_REALT""}, {""name"":""Mr & Mrs. Kasey Klaas"",""type"":""Owner"",""address"":""1824 W. Barry Ave."",""city"":""Chicago"",""state"":""Il"",""slug"":""MR_&_MRS._KASEY_KLAAS""}, {""name"":""T & D Builders, Inc"",""type"":""Masonry Contractor"",""address"":""120 South Leavitt"",""city"":""Chicago"",""state"":""Il"",""slug"":""T_&_D_BUILDERS,_INC""}, {""name"":""Cyril Regan Heat & Mec"",""type"":""Contractor-Refrigeration"",""address"":""P.o. Box 2363"",""city"":""Bridgeview"",""state"":""Il"",""slug"":""CYRIL_REGAN_HEAT_&_MEC""}, {""name"":""Mk Electric Services"",""type"":""Contractor-Electrical"",""address"":""910 Talcott Rd."",""city"":""Park Ridge"",""state"":""Il"",""slug"":""MK_ELECTRIC_SERVICES""}, {""name"":""Regan Heating"",""type"":""Contractor-Ventilation"",""address"":""8648 S Roberts Rd"",""city"":""Justice"",""state"":""Il"",""slug"":""REGAN_HEATING""}, {""name"":""Simovic Laszlo"",""type"":""Self Cert Architect"",""address"":"""",""city"":"""",""state"":"""",""slug"":""SIMOVIC_LASZLO""}]",NORTH CENTER
100476420,3301 S Leavitt St,DEMOLITION OF A 2 STORY BRICK SFR.,03/26/2013,2013,100476481,03/25/2013,2013,ERECT A NEW 2 STORY MASONRY SINGLE FAMILY HOME WITH BASEMENT AS PER PLANS,175000,"[{""type"":""ward"",""id"":""25"",""name"":""25"",""metadata"":""DANIEL S. SOLIS""},{""type"":""communityarea"",""id"":""56"",""name"":""MCKINLEY PARK"",""metadata"":""59""},{""type"":""neighborhood"",""id"":""11"",""name"":""McKinley Park"",""metadata"":null},{""type"":""zip"",""id"":""36"",""name"":""60608"",""metadata"":""60608""}]","Wen Lu Mei, First Star Heating & Cooling, John Yerkes & Sons, Inc., First Star Heat & Cooling, Global Masonry & Const. Inc., Thomas Doyle Dba Doyle Builder, Select Electric, Inc., Wozny Zenon, Stern Group Corporation, Ds Construction, Inc.","[{""name"":""Wen Lu Mei"",""type"":""Owner"",""address"":""3301 S Leavitt St"",""city"":""Chicago"",""state"":""Il"",""slug"":""WEN_LU_MEI""}, {""name"":""First Star Heating & Cooling"",""type"":""Contractor-Ventilation"",""address"":""8059 W. 126Th St"",""city"":""Palos Park"",""state"":""Il"",""slug"":""FIRST_STAR_HEATING_&_COOLING""}, {""name"":""John Yerkes & Sons, Inc."",""type"":""Contractor-Plumber\/plumbing"",""address"":""6832 S. Western Ave"",""city"":""Chicago"",""state"":""Il"",""slug"":""JOHN_YERKES_&_SONS,_INC.""}, {""name"":""First Star Heat & Cooling"",""type"":""Contractor-Refrigeration"",""address"":""8059 W. 126Th St."",""city"":""Palos Park"",""state"":""Il"",""slug"":""FIRST_STAR_HEAT_&_COOLING""}, {""name"":""Global Masonry & Const. Inc."",""type"":""Masonry Contractor"",""address"":""213 Edgebrook Drive"",""city"":""Bloomingdale"",""state"":""Il"",""slug"":""GLOBAL_MASONRY_&_CONST._INC.""}, {""name"":""Thomas Doyle Dba Doyle Builder"",""type"":""Contractor-General Contractor"",""address"":""7649 W 123Rd Place"",""city"":""Palos Heights"",""state"":""Il"",""slug"":""THOMAS_DOYLE_DBA_DOYLE_BUILDER""}, {""name"":""Select Electric, Inc."",""type"":""Contractor-Electrical"",""address"":""13107 85Th Ave."",""city"":""Orland Park"",""state"":""Il"",""slug"":""SELECT_ELECTRIC,_INC.""}, {""name"":""Wozny Zenon"",""type"":""Architect"",""address"":"""",""city"":"""",""state"":"""",""slug"":""WOZNY_ZENON""}, {""name"":""Stern Group Corporation"",""type"":""Expeditor"",""address"":""6041 N. Navarre Ave. Floor 3"",""city"":""Chicago"",""state"":""Il"",""slug"":""STERN_GROUP_CORPORATION""}, {""name"":""Ds Construction, Inc."",""type"":""Masonry Contractor"",""address"":""5923 S. Merrimac"",""city"":""Chicago"",""state"":""Il"",""slug"":""DS_CONSTRUCTION,_INC.""}]",MCKINLEY PARK
100479193,3515 N Oakley Ave,WRECK AND REMOVE A BRICK MULTI UNIT FAMILY RESIDENCE AND GARAGE.,03/26/2013,2013,100475082,04/08/2013,2013,NEW SINGLE FAMILY RESIDENCE WITH BASEMENT AND  2 CAR GARAGE WITH ROOF DECK*********THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT********,250000,"[{""type"":""ward"",""id"":""47"",""name"":""47"",""metadata"":""AMEYA PAWAR""},{""type"":""communityarea"",""id"":""46"",""name"":""NORTH CENTER"",""metadata"":""5""},{""type"":""neighborhood"",""id"":""197"",""name"":""Roscoe Village"",""metadata"":""Lake View""}]","Derreen Concrete, Inc., Jerry Heffenard, Iuro Anthony J, Curragh Electric Co., Jacie Construction, Llc, Gc Consulting Llc, Mark Heating & Air, Profus Construction Corp., Mark Heating & Air, Mobile Plumbing, Inc.","[{""name"":""Derreen Concrete, Inc."",""type"":""Masonry Contractor"",""address"":""4935 N. Merrimac Ave"",""city"":""Chicago"",""state"":""Il"",""slug"":""DERREEN_CONCRETE,_INC.""}, {""name"":""Jerry Heffenard"",""type"":""Owner"",""address"":""929 Vine Park"",""city"":""Park Ride"",""state"":""Il"",""slug"":""JERRY_HEFFENARD""}, {""name"":""Iuro Anthony J"",""type"":""Architect"",""address"":"""",""city"":"""",""state"":"""",""slug"":""IURO_ANTHONY_J""}, {""name"":""Curragh Electric Co."",""type"":""Contractor-Electrical"",""address"":""1514 Fifth Ave."",""city"":""Des Plaines"",""state"":""Il"",""slug"":""CURRAGH_ELECTRIC_CO.""}, {""name"":""Jacie Construction, Llc"",""type"":""Contractor-General Contractor"",""address"":""929 S Vine Avenue"",""city"":""Park Ridge"",""state"":""Il"",""slug"":""JACIE_CONSTRUCTION,_LLC""}, {""name"":""Gc Consulting Llc"",""type"":""Expeditor"",""address"":""120 W. Madison St. Floor 3, Apt.\/suite 310"",""city"":""Chicago"",""state"":""Il"",""slug"":""GC_CONSULTING_LLC""}, {""name"":""Mark Heating & Air"",""type"":""Contractor-Ventilation"",""address"":""6140 N. T. Louis Ave."",""city"":""Chicago"",""state"":""Il"",""slug"":""MARK_HEATING_&_AIR""}, {""name"":""Profus Construction Corp."",""type"":""Masonry Contractor"",""address"":""1429 N. Oakley"",""city"":""Chicago"",""state"":""Il"",""slug"":""PROFUS_CONSTRUCTION_CORP.""}, {""name"":""Mark Heating & Air"",""type"":""Contractor-Refrigeration"",""address"":""6140 N. T. Louis Ave."",""city"":""Chicago"",""state"":""Il"",""slug"":""MARK_HEATING_&_AIR""}, {""name"":""Mobile Plumbing, Inc."",""type"":""Contractor-Plumber\/plumbing"",""address"":""4919 N. Mobile Ave"",""city"":""Chicago"",""state"":""Il"",""slug"":""MOBILE_PLUMBING,_INC.""}]",NORTH CENTER
100470870,2925 N Fairfield Ave,WRECK & REMOVE 1 STORY FRAME BUILDING,03/26/2013,2013,100473083,03/06/2013,2013,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,266400,"[{""type"":""ward"",""id"":""33"",""name"":""33"",""metadata"":""DEB MELL""},{""type"":""communityarea"",""id"":""22"",""name"":""AVONDALE"",""metadata"":""21""},{""type"":""neighborhood"",""id"":""116"",""name"":""Avondale"",""metadata"":null}]","G.a. Heating & Cooling, G.a. Heating & Cooling, Affordable Construction & Elec, Mk Construction & Builders, In, Hanna John C, Ng Plumbing, Inc., Snl Realty Llc .","[{""name"":""G.a. Heating & Cooling"",""type"":""Contractor-Ventilation"",""address"":""8447 S Newcastle"",""city"":""Burbank"",""state"":""Il"",""slug"":""G.A._HEATING_&_COOLING""}, {""name"":""G.a. Heating & Cooling"",""type"":""Contractor-Refrigeration"",""address"":""8447 S Newcastle"",""city"":""Burbank"",""state"":""Il"",""slug"":""G.A._HEATING_&_COOLING""}, {""name"":""Affordable Construction & Elec"",""type"":""Contractor-Electrical"",""address"":""P.o. Box 1112"",""city"":""Bridgeview"",""state"":""Il"",""slug"":""AFFORDABLE_CONSTRUCTION_&_ELEC""}, {""name"":""Mk Construction & Builders, In"",""type"":""Contractor-General Contractor"",""address"":""7912 W 100Th Street"",""city"":""Palos Hills"",""state"":""Il"",""slug"":""MK_CONSTRUCTION_&_BUILDERS,_IN""}, {""name"":""Hanna John C"",""type"":""Self Cert Architect"",""address"":"""",""city"":"""",""state"":"""",""slug"":""HANNA_JOHN_C""}, {""name"":""Ng Plumbing, Inc."",""type"":""Contractor-Plumber\/plumbing"",""address"":""341 Pinehurst Drive"",""city"":""Des Plaines"",""state"":""Il"",""slug"":""NG_PLUMBING,_INC.""}, {""name"":""Snl Realty Llc ."",""type"":""Owner"",""address"":""833 W. Chicago"",""city"":""Chicago"",""state"":""Il"",""slug"":""SNL_REALTY_LLC_.""}]",AVONDALE
100479752,4241 N Paulina St,WRECK AND REMOVE 2 STORY BRICK SINGLE FAMILY AND DETACHED FRAME GARAGE,03/26/2013,2013,100471185,02/21/2013,2013,ERECT 2 STORY IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE ROOF DECK,250000,"[{""type"":""ward"",""id"":""47"",""name"":""47"",""metadata"":""AMEYA PAWAR""},{""type"":""communityarea"",""id"":""57"",""name"":""LAKE VIEW"",""metadata"":""6""},{""type"":""neighborhood"",""id"":""125"",""name"":""South East Ravenswood"",""metadata"":null},{""type"":""nationalregister"",""id"":""35"",""name"":""East Ravenswood Historic District"",""metadata"":""Bounded by Lawrence, Clark, Irving Park and Ravenswood\r\n""}]","Rmb Heating & Cooling, O'malley Quality Constr. Inc., Iuro Anthony J, Eamon Gibbons, Derreen Concrete, Inc., Gc Consulting Llc, Curragh Electric Co., Eamon Gibbons, Rmb Heating & Cooling","[{""name"":""Rmb Heating & Cooling"",""type"":""Contractor-Ventilation"",""address"":""508 N Racine"",""city"":""Chicago"",""state"":""Il"",""slug"":""RMB_HEATING_&_COOLING""}, {""name"":""O'malley Quality Constr. Inc."",""type"":""Contractor-Plumber\/plumbing"",""address"":""5970 N. Newark"",""city"":""Chicago"",""state"":""Il"",""slug"":""O'MALLEY_QUALITY_CONSTR._INC.""}, {""name"":""Iuro Anthony J"",""type"":""Architect"",""address"":"""",""city"":"""",""state"":"""",""slug"":""IURO_ANTHONY_J""}, {""name"":""Eamon Gibbons"",""type"":""Owner"",""address"":""4722 N Armitage"",""city"":""Chicago"",""state"":""Il"",""slug"":""EAMON_GIBBONS""}, {""name"":""Derreen Concrete, Inc."",""type"":""Masonry Contractor"",""address"":""4935 N. Merrimac Ave"",""city"":""Chicago"",""state"":""Il"",""slug"":""DERREEN_CONCRETE,_INC.""}, {""name"":""Gc Consulting Llc"",""type"":""Expeditor"",""address"":""120 W. Madison St. Floor 3, Apt.\/suite 310"",""city"":""Chicago"",""state"":""Il"",""slug"":""GC_CONSULTING_LLC""}, {""name"":""Curragh Electric Co."",""type"":""Contractor-Electrical"",""address"":""1514 Fifth Ave."",""city"":""Des Plaines"",""state"":""Il"",""slug"":""CURRAGH_ELECTRIC_CO.""}, {""name"":""Eamon Gibbons"",""type"":""Contractor-General Contractor"",""address"":""4722 North Hermitage"",""city"":""Chicago"",""state"":""Il"",""slug"":""EAMON_GIBBONS""}, {""name"":""Rmb Heating & Cooling"",""type"":""Contractor-Refrigeration"",""address"":""508 N Racine"",""city"":""Chicago"",""state"":""Il"",""slug"":""RMB_HEATING_&_COOLING""}]",LAKE VIEW
100480320,11601 W Touhy Ave,WRECK AND REMOVE A HUB BUILDING ADJACENT TO RTR A (BUILDING #964).,03/22/2013,2013,100464961,05/21/2013,2013,"NEW AIRPORT TRAFFIC CONTROL TOWER FOR O'HARE INTERNATIONAL AIRPORT.  ADDRESS TBD.",35000000,"[{""type"":""ward"",""id"":""41"",""name"":""41"",""metadata"":""MARY O'CONNOR""},{""type"":""communityarea"",""id"":""75"",""name"":""O'HARE"",""metadata"":""76""}]","Jakalski Jefrey D., Gibson Electric Co., Inc., Walsh Construction Company Ii,, All Chicago, Cyle Cantrell, Walsh Construction Company, Warren F. Thomas, All Chicago","[{""name"":""Jakalski Jefrey D."",""type"":""Architect"",""address"":"""",""city"":"""",""state"":"""",""slug"":""JAKALSKI_JEFREY_D.""}, {""name"":""Gibson Electric Co., Inc."",""type"":""Contractor-Electrical"",""address"":""3100 Woodcreek Dr."",""city"":""Downers Grove"",""state"":""Il"",""slug"":""GIBSON_ELECTRIC_CO.,_INC.""}, {""name"":""Walsh Construction Company Ii,"",""type"":""Contractor-General Contractor"",""address"":""929 W. Adams Street"",""city"":""Chicago"",""state"":""Il"",""slug"":""WALSH_CONSTRUCTION_COMPANY_II,""}, {""name"":""All Chicago"",""type"":""Contractor-Ventilation"",""address"":""4100 W Belmont"",""city"":""Chgo"",""state"":""Il"",""slug"":""ALL_CHICAGO""}, {""name"":""Cyle Cantrell"",""type"":""Owner"",""address"":"""",""city"":""Chicago"",""state"":""Il"",""slug"":""CYLE_CANTRELL""}, {""name"":""Walsh Construction Company"",""type"":""Masonry Contractor"",""address"":""929 W. Adams St."",""city"":""Chicago"",""state"":""Il"",""slug"":""WALSH_CONSTRUCTION_COMPANY""}, {""name"":""Warren F. Thomas"",""type"":""Contractor-Plumber\/plumbing"",""address"":""33 W. 63Rd Street"",""city"":""Westmont"",""state"":""Il"",""slug"":""WARREN_F._THOMAS""}, {""name"":""All Chicago"",""type"":""Contractor-Refrigeration"",""address"":""4100 W Belmont"",""city"":""Chgo"",""state"":""Il"",""slug"":""ALL_CHICAGO""}]","O'HARE"
